Airport,Degree,Strength,Clustering Coefficient,Average Path Length,Maximum Path Length,Betweenness,Eigenvector Centrality,PageRank
TEZ,2,238.0,1.00000000,4.38308458,11,0.00000000,0.00020537,0.00006191
TFF,3,597.0,0.33333333,4.91348811,13,0.00055294,0.00007394,0.00013575
TFI,3,119.0,0.66666667,4.74018795,10,0.00000143,0.00003080,0.00016263
TFM,2,114.0,0.00000000,5.73797678,11,0.00027588,0.00000056,0.00011878
TGD,1,2034.0,0.00000000,4.41735766,12,0.00000000,0.00094165,0.00007516
TGG,1,4012.0,0.00000000,4.00552792,11,0.00000000,0.00090191,0.00009340
TGH,2,27.0,0.00000000,5.07517966,11,0.00027640,0.00001778,0.00009826
TGJ,3,76.0,1.00000000,4.63184080,11,0.00000000,0.00005803,0.00004850
TGM,4,232.0,0.50000000,4.26312880,12,0.00000018,0.00137950,0.00006778
TGN,4,468.0,0.66666667,4.29519071,11,0.00000013,0.00017011,0.00006365
TGO,2,340.0,0.00000000,3.99861802,11,0.00055294,0.00113158,0.00012332
TGR,1,120.0,0.00000000,4.44610282,12,0.00000000,0.00073577,0.00004449
TGU,6,7693.0,0.66666667,3.87700387,12,0.00078978,0.00407009,0.00021905
TGZ,7,15332.0,0.42857143,4.09784411,12,0.00007057,0.00195281,0.00023030
THE,4,11142.0,1.00000000,4.55002764,12,0.00000000,0.00021326,0.00024922
THG,1,228.0,0.00000000,4.33665008,10,0.00000000,0.00018692,0.00004755
THL,4,1742.0,0.83333333,4.61138751,11,0.00000025,0.00010251,0.00019445
THN,1,2092.0,0.00000000,4.07158651,12,0.00000000,0.00153227,0.00006645
THO,2,95.0,1.00000000,5.32061913,13,0.00000000,0.00000915,0.00007131
THR,60,80969.0,0.18644068,3.20066335,11,0.01221888,0.04962212,0.00232546
THS,3,1260.0,0.66666667,3.95411830,11,0.00000036,0.00129065,0.00005903
THU,1,219.0,0.00000000,4.88750691,12,0.00000000,0.00003325,0.00008150
TIA,15,5837.0,0.56190476,3.62106136,11,0.00005154,0.02086477,0.00010619
TID,1,524.0,0.00000000,4.44610282,12,0.00000000,0.00073577,0.00005470
TIE,3,178.0,0.33333333,5.42703151,13,0.00110558,0.00000624,0.00017803
TIF,7,5099.0,0.76190476,4.08540630,11,0.00000024,0.00240369,0.00012439
TIH,3,244.0,0.66666667,4.51547816,12,0.00000008,0.00009140,0.00008554
TIJ,22,50569.0,0.35930736,3.68656716,11,0.00015604,0.00522438,0.00062789
TIM,4,1618.0,0.50000000,4.90740741,11,0.00055307,0.00002587,0.00018021
TIN,4,946.0,1.00000000,4.44499724,12,0.00000000,0.00101369,0.00006779
TIP,29,16580.0,0.45320197,3.44195688,11,0.00262136,0.03486162,0.00049574
TIQ,2,1260.0,1.00000000,4.54367054,11,0.00000000,0.00019575,0.00005768
TIR,2,1070.0,1.00000000,4.32946379,11,0.00000000,0.00041170,0.00005845
TIS,3,74.0,0.33333333,5.45854063,11,0.00000043,0.00000323,0.00007741
TIU,1,324.0,0.00000000,5.09176341,11,0.00000000,0.00001932,0.00004882
TIV,2,1088.0,1.00000000,4.24820343,12,0.00000000,0.00208692,0.00005966
TIZ,4,274.0,0.66666667,4.74046434,10,0.00000147,0.00003147,0.00014544
TJA,5,1494.5,0.70000000,4.84881150,13,0.00000051,0.00017501,0.00008908
TJG,2,96.0,1.00000000,4.90906578,11,0.00000000,0.00003020,0.00004477
TJH,1,504.0,0.00000000,3.91569928,11,0.00000000,0.00090907,0.00004551
TJI,2,348.0,1.00000000,5.80071863,14,0.00000000,0.00000855,0.00009437
TJM,11,2884.0,0.38181818,3.85820896,11,0.00022193,0.00452732,0.00016328
TJQ,2,537.0,1.00000000,4.42758430,11,0.00000000,0.00022026,0.00005266
TJS,3,432.0,0.66666667,5.90049751,12,0.00000089,0.00000093,0.00016231
TKB,2,16.0,1.00000000,5.73604201,11,0.00000000,0.00000055,0.00010261
TKE,2,84.0,1.00000000,4.90657822,13,0.00000000,0.00002651,0.00005387
TKG,1,595.0,0.00000000,4.42786070,11,0.00000000,0.00021618,0.00005102
TKJ,7,104.0,0.14285714,4.89220564,13,0.00276289,0.00002632,0.00044871
TKK,2,1240.0,1.00000000,4.54118297,11,0.00000000,0.00012773,0.00015627
TKN,2,2604.0,1.00000000,4.66030956,12,0.00000000,0.00014704,0.00006744
TKP,1,138.0,0.00000000,5.51492537,13,0.00000000,0.00000157,0.00009937
TKQ,4,347.5,0.33333333,4.56329464,12,0.00000282,0.00017839,0.00011331
TKS,3,14304.0,1.00000000,3.77418463,11,0.00000000,0.00246575,0.00015523
TKU,7,9903.5,0.61904762,3.88888889,11,0.00001692,0.00469325,0.00017382
TKX,2,276.0,0.00000000,4.51547816,12,0.00055294,0.00008810,0.00013603
TLA,3,342.0,0.66666667,5.20176893,13,0.00000008,0.00000536,0.00015401
TLE,4,1372.0,0.50000000,4.58402432,12,0.00027641,0.00010875,0.00031952
TLH,10,15870.5,0.82222222,3.82863460,12,0.00000177,0.01112257,0.00014926
TLJ,2,15.0,1.00000000,5.21088999,13,0.00000000,0.00000515,0.00008305
TLL,15,13155.0,0.75238095,3.50331675,11,0.00055442,0.02199179,0.00024044
TLM,4,2607.0,0.66666667,3.67827529,11,0.00004528,0.00469818,0.00009878
TLN,2,8169.0,1.00000000,3.68573798,11,0.00000000,0.00427277,0.00012788
TLS,29,71243.5,0.55418719,3.48009950,11,0.00012635,0.03594641,0.00082724
TLT,2,195.0,0.00000000,5.19485904,13,0.00055264,0.00000519,0.00014355
TLV,69,107578.0,0.32949702,3.05500276,11,0.00554766,0.08158765,0.00137616
TMG,1,38.0,0.00000000,5.55389718,12,0.00000000,0.00000220,0.00004265
TMJ,1,996.0,0.00000000,4.19734660,12,0.00000000,0.00071423,0.00006691
TMM,11,1464.0,0.27272727,4.42786070,11,0.00114204,0.00027163,0.00033025
TMP,4,6960.0,0.83333333,4.02238806,12,0.00000004,0.00274450,0.00012825
TMR,10,2280.5,0.48888889,4.44306247,12,0.00000161,0.00110161,0.00016690
TMS,3,388.0,0.00000000,4.33305694,12,0.00055635,0.00061496,0.00010651
TMT,2,436.0,1.00000000,4.91182974,13,0.00000000,0.00007472,0.00007033
TMU,2,126.0,1.00000000,4.56218905,13,0.00000000,0.00031268,0.00006753
TMW,5,3791.0,0.50000000,4.23244887,11,0.00041327,0.00031138,0.00019754
TMX,4,450.0,1.00000000,4.44499724,12,0.00000000,0.00092534,0.00005796
TNA,24,20280.0,0.70652174,3.75041459,11,0.00004360,0.00536041,0.00026502
TNC,2,27.0,1.00000000,5.20232172,13,0.00000000,0.00000527,0.00004993
TNE,2,2296.0,1.00000000,3.91293532,11,0.00000000,0.00101190,0.00006166
TNG,7,4212.5,1.00000000,3.54201216,11,0.00000000,0.01603574,0.00009149
TNK,3,312.0,0.66666667,5.19485904,13,0.00000011,0.00000537,0.00018003
TNN,3,37978.0,0.66666667,4.06661139,11,0.00000003,0.00042407,0.00036813
TNO,1,252.0,0.00000000,4.56246545,13,0.00000000,0.00030712,0.00004695
TNR,31,10459.0,0.10322581,3.58651189,11,0.01951088,0.00590228,0.00151751
TNX,2,100.0,1.00000000,4.61276949,11,0.00000000,0.00010239,0.00005066
TOB,1,312.0,0.00000000,4.44140409,12,0.00000000,0.00061911,0.00004939
TOD,1,500.0,0.00000000,4.00552792,11,0.00000000,0.00090191,0.00004793
TOE,6,2302.0,0.80000000,3.61885019,11,0.00000251,0.00961066,0.00007615
TOF,1,966.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00006374
TOG,3,232.0,0.33333333,5.18794914,13,0.00003055,0.00001034,0.00015035
TOH,2,38.0,1.00000000,8.06495301,14,0.00000000,0.00000000,0.00016770
TOL,6,12050.0,1.00000000,3.71918187,12,0.00000000,0.01047552,0.00012105
TOM,3,219.0,0.33333333,5.64289663,13,0.00055294,0.00000227,0.00025285
TOP,1,456.0,0.00000000,4.38197899,12,0.00000000,0.00093913,0.00004451
TOS,16,26740.0,0.15833333,4.27114428,12,0.00774070,0.00120142,0.00084177
TOU,4,230.0,0.66666667,4.63101161,11,0.00027640,0.00005805,0.00015728
TOV,1,76.0,0.00000000,4.58817026,13,0.00000000,0.00021618,0.00004247
TOW,2,420.0,1.00000000,4.09839690,12,0.00000000,0.00095518,0.00006015
TOY,6,12298.0,0.66666667,3.71531233,11,0.00000343,0.00300103,0.00014014
TPA,56,220368.5,0.51753247,3.22857933,11,0.00086097,0.06241553,0.00155306
TPE,49,474296.5,0.23129252,3.06826976,10,0.01741956,0.02276313,0.00479869
TPP,2,2675.0,1.00000000,4.27888336,12,0.00000000,0.00043046,0.00009415
TPQ,2,2312.0,1.00000000,4.14262023,12,0.00000000,0.00101877,0.00006569
TPS,3,1294.0,0.66666667,3.82725263,11,0.00011834,0.00244115,0.00007499
TQR,1,168.0,0.00000000,4.76340520,12,0.00000000,0.00008428,0.00005910
TRA,2,532.0,1.00000000,4.76838032,12,0.00000000,0.00009985,0.00004762
TRC,11,10171.5,0.74545455,3.66334992,11,0.00003072,0.00562963,0.00014969
TRD,15,48664.0,0.26666667,3.89828635,11,0.00341227,0.00323869,0.00082272
TRE,1,114.0,0.00000000,4.35931454,12,0.00000000,0.00060219,0.00004264
TRG,4,1542.0,1.00000000,4.24930901,11,0.00000000,0.00023428,0.00007647
TRI,7,9674.0,1.00000000,3.72609176,12,0.00000000,0.01048027,0.00010563
TRK,6,1091.0,0.06666667,4.90298507,11,0.00168076,0.00002694,0.00025568
TRN,23,51490.0,0.51383399,3.49502488,11,0.00011573,0.03463403,0.00053306
TRO,2,1188.0,1.00000000,4.23355445,11,0.00000000,0.00029909,0.00008980
TRQ,2,616.0,1.00000000,5.89524599,14,0.00000000,0.00000232,0.00008827
TRS,6,6903.0,0.66666667,3.73687120,11,0.00000044,0.00871052,0.00010513
TRU,4,3948.0,0.50000000,4.27833057,12,0.00000023,0.00044589,0.00014266
TRV,12,14511.5,0.77272727,3.77750138,10,0.00001217,0.00790751,0.00025403
TRW,3,439.0,0.33333333,4.40989497,11,0.00007358,0.00011931,0.00009267
TRZ,4,2050.0,0.66666667,4.19789939,11,0.00000056,0.00127873,0.00007166
TSE,12,5056.0,0.42424242,3.58540630,11,0.00013031,0.01250842,0.00019842
TSJ,2,6174.0,0.00000000,4.46130459,11,0.00000002,0.00030364,0.00008780
TSM,2,140.0,1.00000000,4.42122720,12,0.00000000,0.00052507,0.00008199
TSN,26,18722.0,0.58461538,3.69016031,11,0.00008112,0.00667753,0.00024024
TSR,17,6019.0,0.43382353,3.37866224,11,0.00078314,0.02495336,0.00017502
TST,1,1490.0,0.00000000,3.95715865,11,0.00000000,0.00117187,0.00005968
TSV,8,11661.0,0.28571429,4.32006633,10,0.00121657,0.00030060,0.00052845
TTJ,1,4410.0,0.00000000,3.79878386,11,0.00000000,0.00133616,0.00007660
TTQ,1,63.0,0.00000000,4.56246545,13,0.00000000,0.00030712,0.00004283
TTS,2,38.0,0.00000000,4.58540630,12,0.00023491,0.00010491,0.00007821
TTT,5,19957.0,0.30000000,4.06550580,11,0.00110574,0.00053871,0.00028521
TTU,2,90.0,1.00000000,4.27086788,12,0.00000000,0.00097773,0.00005488
TUB,2,198.0,1.00000000,4.51575456,12,0.00000000,0.00008966,0.00006554
TUC,4,7653.0,1.00000000,4.09176341,12,0.00000000,0.00082234,0.00019554
TUG,2,511.0,0.00000000,4.11885019,10,0.00027640,0.00043115,0.00007025
TUI,4,726.0,0.66666667,5.08402432,12,0.00000009,0.00012628,0.00006517
TUJ,2,72.0,1.00000000,6.42620232,14,0.00000000,0.00000011,0.00012975
TUK,8,880.0,0.53571429,4.29519071,11,0.00000863,0.00088265,0.00011119
TUL,15,60543.0,0.93333333,3.54671089,11,0.00000408,0.01994809,0.00044535
TUN,51,42973.5,0.48392157,3.37230514,11,0.00088285,0.06859091,0.00061832
TUO,2,615.0,1.00000000,4.24986180,11,0.00000000,0.00022437,0.00005533
TUP,2,1258.0,1.00000000,4.27446103,12,0.00000000,0.00110417,0.00005306
TUR,2,250.0,1.00000000,4.96987286,13,0.00000000,0.00004378,0.00005249
TUS,17,55033.5,0.85294118,3.43781095,11,0.00002240,0.02164153,0.00043287
TUU,11,9230.5,0.49090909,4.08651189,11,0.00016475,0.00213442,0.00024117
TUV,1,84.0,0.00000000,5.26727474,13,0.00000000,0.00001310,0.00005380
TVA,3,95.0,0.66666667,4.58319514,12,0.00054971,0.00010692,0.00014767
TVC,8,5963.0,0.60714286,3.77059149,12,0.00006461,0.00700761,0.00010004
TVF,2,476.0,0.00000000,5.04394693,13,0.00000013,0.00004919,0.00005887
TVL,1,267.0,0.00000000,4.92205638,13,0.00000000,0.00007941,0.00004483
TVU,5,786.0,0.50000000,4.42122720,11,0.00055300,0.00011051,0.00022052
TVY,4,944.0,0.83333333,4.61276949,11,0.00000005,0.00010098,0.00012889
TWA,3,164.0,0.66666667,5.19817579,13,0.00000171,0.00000533,0.00013049
TWB,3,376.0,0.33333333,4.33443892,10,0.00165792,0.00019561,0.00011751
TWF,1,1050.0,0.00000000,4.35212825,12,0.00000000,0.00081170,0.00005023
TWU,4,6325.5,0.50000000,4.55140962,11,0.00014294,0.00012235,0.00017841
TXG,6,18227.0,0.60000000,4.06522941,11,0.00000059,0.00056718,0.00020336
TXK,1,2036.0,0.00000000,3.95936982,12,0.00000000,0.00177431,0.00005491
TXN,10,5912.0,0.91111111,3.76064124,11,0.00000183,0.00379140,0.00010867
TYF,1,190.0,0.00000000,5.07048093,13,0.00000000,0.00002722,0.00009415
TYN,7,4687.0,0.95238095,3.76174682,11,0.00000031,0.00350739,0.00009211
TYO,111,1102042.0,0.13333333,2.79933665,10,0.06024260,0.07522452,0.01037651
TYR,3,3111.0,1.00000000,3.93117745,12,0.00000000,0.00415311,0.00006181
TYS,16,30774.5,0.92500000,3.57904920,12,0.00000301,0.02523208,0.00024316
TZN,1,210.0,0.00000000,4.34715312,12,0.00000000,0.00049036,0.00004550
TZX,3,6457.0,1.00000000,3.97125484,12,0.00000000,0.00295268,0.00014523
UAK,7,772.5,0.19047619,3.91625207,11,0.00358228,0.00185395,0.00034566
UAQ,3,3958.0,1.00000000,4.10613599,12,0.00000000,0.00072237,0.00012000
UAS,1,126.0,0.00000000,5.39275843,13,0.00000000,0.00000850,0.00008480
UBA,8,2646.0,0.35714286,4.08982863,12,0.00055566,0.00107954,0.00014700
UBB,4,63.0,0.50000000,5.45743505,11,0.00027658,0.00000163,0.00008003
UBI,2,8.0,0.00000000,7.73327805,13,0.00000031,0.00000000,0.00018847
UBJ,2,8014.0,1.00000000,3.79684909,11,0.00000000,0.00150160,0.00010492
UBP,2,4534.0,0.00000000,3.95522388,11,0.00003501,0.00117898,0.00010645
UBS,4,3152.0,0.50000000,3.91072416,12,0.00001896,0.00331774,0.00007685
UCA,1,456.0,0.00000000,4.57407407,13,0.00000000,0.00048834,0.00004471
UCT,1,272.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004773
UDI,7,10045.0,0.76190476,4.09010503,12,0.00000058,0.00109316,0.00020590
UDJ,2,688.0,1.00000000,3.87562189,11,0.00000000,0.00321681,0.00005488
UDR,4,3780.0,0.33333333,4.12023217,11,0.00071244,0.00080913,0.00017765
UEL,4,880.0,0.66666667,4.77611940,12,0.00000015,0.00012433,0.00011111
UEO,1,4340.0,0.00000000,4.64566059,12,0.00000000,0.00013308,0.00007878
UET,10,4131.0,0.26666667,4.13681592,11,0.00023705,0.00213457,0.00016807
UFA,20,7196.0,0.34736842,3.80569375,11,0.00041777,0.00766182,0.00027075
UGA,2,100.0,1.00000000,4.62189055,12,0.00000000,0.00010167,0.00007431
UGC,3,2014.0,0.66666667,3.86235489,11,0.00001768,0.00279933,0.00009629
UIB,3,1582.0,0.33333333,4.26312880,12,0.00055294,0.00055193,0.00011487
UIH,1,316.0,0.00000000,4.45992261,11,0.00000000,0.00019645,0.00004662
UII,1,361.0,0.00000000,5.80099502,14,0.00000000,0.00000839,0.00006783
UIK,2,328.0,0.00000000,4.59342178,12,0.00000010,0.00025532,0.00005865
UIN,2,909.0,1.00000000,3.80348259,12,0.00000000,0.00383726,0.00004735
UIO,10,20878.5,0.66666667,3.73300166,12,0.00008385,0.00737870,0.00038429
UIP,1,1898.5,0.00000000,3.68711996,11,0.00000000,0.00320197,0.00006152
UIT,2,110.0,1.00000000,5.10143726,12,0.00000000,0.00001000,0.00014917
UJE,3,47.5,0.66666667,6.09480376,13,0.00000008,0.00000019,0.00012881
UKK,3,236.0,0.66666667,3.87534549,11,0.00001898,0.00230676,0.00006731
UKU,2,171.0,0.00000000,6.73383085,12,0.00055226,0.00000001,0.00020075
ULA,2,30.0,0.00000000,6.09342178,14,0.00000031,0.00000024,0.00011410
ULB,2,76.0,0.00000000,6.07103372,12,0.00000037,0.00000034,0.00015173
ULD,1,280.0,0.00000000,5.01077944,12,0.00000000,0.00001843,0.00005818
ULE,2,27.0,1.00000000,5.73217247,11,0.00000000,0.00000058,0.00008135
ULG,1,150.0,0.00000000,4.62216694,12,0.00000000,0.00009986,0.00006466
ULN,20,3708.0,0.07894737,3.62271973,11,0.00775743,0.00562281,0.00067384
ULO,1,150.0,0.00000000,4.62216694,12,0.00000000,0.00009986,0.00006466
ULP,2,76.0,0.00000000,5.33250415,11,0.00077782,0.00000338,0.00013738
ULU,2,42.0,1.00000000,4.52929795,12,0.00000000,0.00017325,0.00005192
ULY,6,988.0,0.13333333,4.19983416,12,0.00000351,0.00223083,0.00007377
ULZ,1,150.0,0.00000000,4.62216694,12,0.00000000,0.00009986,0.00006466
UMD,2,142.0,1.00000000,5.88363737,13,0.00000000,0.00000061,0.00011363
UME,4,11826.0,0.66666667,4.07020453,12,0.00000027,0.00161860,0.00019777
UNA,4,866.0,1.00000000,4.09618574,12,0.00000000,0.00108776,0.00005349
UNG,5,398.5,0.60000000,4.74156993,10,0.00000071,0.00003203,0.00020102
UNI,3,152.0,0.66666667,4.62189055,12,0.00000029,0.00014858,0.00006550
UNK,9,724.0,0.25000000,4.20619127,12,0.00147160,0.00029562,0.00028603
UNN,1,280.0,0.00000000,3.95715865,11,0.00000000,0.00117187,0.00004488
UNR,2,100.0,0.00000000,4.62161415,12,0.00055294,0.00009989,0.00013263
UNT,1,64.0,0.00000000,5.48313986,13,0.00000000,0.00001348,0.00004676
UPG,11,17043.0,0.27272727,3.90961857,10,0.00379476,0.00138226,0.00057829
UPN,1,428.0,0.00000000,4.61359867,12,0.00000000,0.00015830,0.00004752
URA,2,324.0,0.00000000,4.28164732,12,0.00000027,0.00064192,0.00005146
URC,25,21196.0,0.24000000,3.68186844,11,0.00564960,0.00702146,0.00062217
URG,1,180.0,0.00000000,6.00912106,14,0.00000000,0.00000081,0.00009457
URO,1,782.0,0.00000000,4.35268104,12,0.00000000,0.00107080,0.00004996
URT,1,3307.0,0.00000000,3.95715865,11,0.00000000,0.00117187,0.00008191
URY,5,1573.0,0.80000000,4.13819790,11,0.00000006,0.00088920,0.00008365
USH,4,5724.0,0.83333333,4.10503040,12,0.00000005,0.00068122,0.00025207
USK,1,136.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004460
USL,2,54.0,0.00000000,6.36428966,13,0.00055294,0.00000005,0.00021341
USM,5,6286.0,0.50000000,3.87700387,10,0.00012980,0.00240404,0.00014776
USN,2,17683.0,1.00000000,3.83775567,11,0.00000000,0.00114159,0.00019804
USQ,2,158.0,1.00000000,3.98037590,12,0.00000000,0.00193959,0.00007402
USU,2,111.5,1.00000000,4.11912659,10,0.00000000,0.00043867,0.00006917
UTH,1,4683.0,0.00000000,3.95715865,11,0.00000000,0.00117187,0.00009874
UTK,2,38.0,1.00000000,5.10143726,12,0.00000000,0.00001000,0.00007515
UTN,2,364.0,1.00000000,4.00746269,11,0.00000000,0.00120968,0.00004866
UTO,2,27.0,1.00000000,4.89496960,13,0.00000000,0.00002630,0.00004988
UTP,2,770.0,0.00000000,4.61138751,11,0.00000025,0.00014326,0.00005669
UTT,1,364.0,0.00000000,4.01216142,11,0.00000000,0.00100089,0.00004897
UUD,1,396.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00005059
UUN,1,50.0,0.00000000,5.62106136,13,0.00000000,0.00000177,0.00009794
UUS,7,4413.0,0.52380952,3.67882808,11,0.00003418,0.00354305,0.00014927
UVE,2,1104.0,1.00000000,4.63211719,11,0.00000000,0.00005700,0.00012383
UVL,3,208.0,0.66666667,4.04367054,11,0.00000008,0.00157347,0.00007460
UVO,3,72.0,1.00000000,5.72470978,11,0.00000000,0.00000115,0.00007257
UYL,5,548.0,0.40000000,4.55140962,12,0.00019098,0.00029968,0.00012125
UYN,2,450.0,0.00000000,4.61857380,12,0.00000013,0.00018298,0.00004844
VAA,5,7436.0,0.70000000,4.02211166,12,0.00000471,0.00279830,0.00014274
VAG,1,600.0,0.00000000,4.09867330,12,0.00000000,0.00093742,0.00004930
VAI,4,558.0,0.16666667,5.73438364,11,0.00138212,0.00000056,0.00032270
VAK,3,373.0,1.00000000,5.19513543,13,0.00000000,0.00000538,0.00017259
VAN,2,3213.0,1.00000000,3.97733554,12,0.00000000,0.00251840,0.00010037
VAO,1,9.0,0.00000000,5.28385849,10,0.00000000,0.00000419,0.00004888
VAR,4,1607.0,0.66666667,3.86926479,11,0.00000009,0.00335852,0.00008682
VAS,1,297.0,0.00000000,3.98065229,12,0.00000000,0.00190515,0.00004560
VAT,2,38.0,0.00000000,5.42675511,12,0.00000016,0.00000669,0.00007784
VAV,5,725.0,0.10000000,4.92730790,12,0.00110787,0.00003205,0.00019384
VAW,1,399.0,0.00000000,6.26755113,14,0.00000000,0.00000040,0.00006492
VBV,1,20.0,0.00000000,5.41625207,12,0.00000000,0.00000238,0.00004636
VBY,2,5513.0,1.00000000,4.07131012,12,0.00000000,0.00159421,0.00011034
VCD,2,18.0,0.00000000,5.76423438,12,0.00027640,0.00000095,0.00009932
VCE,30,69035.5,0.66436782,3.33388612,11,0.00010321,0.05199589,0.00069179
VCT,1,780.0,0.00000000,3.98258706,12,0.00000000,0.00171070,0.00004667
VDA,5,1077.0,1.00000000,3.55196241,11,0.00000000,0.01163701,0.00005233
VDB,1,228.0,0.00000000,4.28524046,12,0.00000000,0.00102369,0.00004419
VDC,3,1060.0,0.66666667,4.77998894,13,0.00000036,0.00014089,0.00008307
VDE,3,1414.0,1.00000000,4.47927032,12,0.00000000,0.00196585,0.00005428
VDM,5,513.0,0.40000000,4.10337203,12,0.00027686,0.00068375,0.00007288
VDS,6,2442.0,0.53333333,5.26782753,13,0.00059797,0.00002220,0.00022405
VDZ,1,759.0,0.00000000,4.21614151,12,0.00000000,0.00027851,0.00009127
VEE,6,227.0,0.53333333,4.89331122,13,0.00046058,0.00002730,0.00015444
VEL,1,342.0,0.00000000,4.35212825,12,0.00000000,0.00081170,0.00004432
VER,10,12867.0,0.44444444,3.92177999,12,0.00004623,0.00404174,0.00018167
VEY,1,1134.0,0.00000000,4.32365948,12,0.00000000,0.00047952,0.00007065
VFA,5,4841.0,0.40000000,4.00000000,11,0.00050855,0.00136613,0.00020392
VGO,4,11624.5,0.66666667,4.05113322,12,0.00000048,0.00414639,0.00014977
VHM,2,700.0,1.00000000,4.07131012,12,0.00000000,0.00155997,0.00009177
VIA,1,150.0,0.00000000,5.08402432,13,0.00000000,0.00002753,0.00004361
VIC,2,854.0,0.00000000,3.82752902,11,0.00011834,0.00225414,0.00006194
VIE,115,200903.5,0.24485126,2.98839138,11,0.00645988,0.11912555,0.00238565
VIG,2,1745.0,1.00000000,4.26976230,12,0.00000000,0.00072516,0.00007367
VII,1,192.0,0.00000000,5.38225539,12,0.00000000,0.00000711,0.00004790
VIJ,3,948.5,1.00000000,4.26644555,12,0.00000000,0.00109285,0.00005203
VIL,2,356.0,1.00000000,4.59729132,12,0.00000000,0.00037267,0.00005832
VIS,2,780.0,1.00000000,3.73051410,11,0.00000000,0.00185344,0.00006423
VIT,6,2041.0,0.73333333,4.00386954,12,0.00000082,0.00705853,0.00006042
VIV,2,19.0,1.00000000,5.73659480,11,0.00000000,0.00000112,0.00005664
VIX,5,15777.0,1.00000000,4.09148701,12,0.00000000,0.00148368,0.00024596
VKG,1,256.0,0.00000000,5.45881703,12,0.00000000,0.00000349,0.00008117
VLC,16,33557.0,0.70833333,3.50193477,11,0.00001358,0.02645333,0.00034348
VLD,2,1230.0,1.00000000,3.91459370,12,0.00000000,0.00220792,0.00005104
VLI,20,3358.0,0.14736842,4.07628524,10,0.01587725,0.00100046,0.00102608
VLK,1,100.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004377
VLL,5,2930.0,0.50000000,3.67634052,11,0.00001192,0.00663481,0.00006903
VLN,8,8674.0,0.64285714,3.99502488,12,0.00002335,0.00305091,0.00018065
VLS,2,27.0,0.00000000,6.07407407,12,0.00000008,0.00000063,0.00012524
VLV,1,475.0,0.00000000,4.27003870,12,0.00000000,0.00070383,0.00004952
VME,2,1167.0,1.00000000,4.10668878,12,0.00000000,0.00065632,0.00008065
VMI,1,48.0,0.00000000,6.01879491,14,0.00000000,0.00000066,0.00009353
VMU,2,114.0,0.00000000,6.73355445,12,0.00000036,0.00000003,0.00015567
VNO,14,9668.0,0.92307692,3.45550028,11,0.00000451,0.02692141,0.00015427
VNS,6,6353.0,0.46666667,4.09894970,11,0.00032918,0.00129984,0.00021459
VOG,7,1828.0,0.71428571,3.82421227,11,0.00000130,0.00577308,0.00008475
VOH,2,38.0,1.00000000,5.42537313,12,0.00000000,0.00000696,0.00004802
VPN,3,114.0,0.66666667,5.32034273,13,0.00000008,0.00001768,0.00007591
VPS,5,11340.0,1.00000000,3.88805970,12,0.00000000,0.00584045,0.00011854
VQS,3,823.5,0.66666667,4.26644555,12,0.00000955,0.00093208,0.00008127
VRA,14,3476.5,0.72527473,3.48783858,11,0.00002532,0.02377615,0.00009110
VRC,1,384.0,0.00000000,4.11940299,10,0.00000000,0.00043088,0.00004705
VRK,2,828.0,1.00000000,4.12935323,12,0.00000000,0.00113157,0.00005942
VRN,17,25593.0,0.55147059,3.50663350,11,0.00003954,0.02647831,0.00027606
VRY,1,133.0,0.00000000,5.27335544,13,0.00000000,0.00002042,0.00004469
VSA,7,14166.5,0.61904762,4.09784411,12,0.00006887,0.00205962,0.00020653
VST,4,2239.5,0.83333333,3.90878939,11,0.00000002,0.00380203,0.00006596
VTE,10,6048.0,0.13333333,3.94002211,11,0.00226028,0.00161386,0.00039183
VTU,1,48.0,0.00000000,4.19762300,12,0.00000000,0.00076451,0.00004238
VTZ,3,2751.0,0.66666667,4.32891100,11,0.00000006,0.00044511,0.00009838
VUP,4,1458.0,0.83333333,4.26395799,12,0.00000010,0.00056720,0.00011146
VVB,2,38.0,0.00000000,4.58540630,12,0.00014222,0.00010494,0.00007692
VVC,1,987.0,0.00000000,4.26561636,12,0.00000000,0.00049542,0.00006106
VVO,15,7905.0,0.29523810,3.67219458,11,0.00011177,0.00434624,0.00025237
VVZ,5,652.0,0.90000000,4.44499724,12,0.00000003,0.00080459,0.00008507
VXC,3,267.0,0.33333333,4.92150359,12,0.00000015,0.00004599,0.00007622
VXE,4,1860.5,0.66666667,4.37230514,12,0.00017862,0.00036911,0.00019758
VXO,2,4928.0,1.00000000,3.89718076,11,0.00000000,0.00338201,0.00009904
WAA,6,405.0,0.46666667,5.20121614,13,0.00000059,0.00000574,0.00019613
WAE,3,1191.0,1.00000000,4.08927584,11,0.00000000,0.00176057,0.00006215
WAG,2,468.0,1.00000000,4.24986180,11,0.00000000,0.00022437,0.00005196
WAI,5,125.0,0.30000000,4.58264234,12,0.00061289,0.00010820,0.00014265
WAM,2,95.0,1.00000000,4.58485351,12,0.00000000,0.00010964,0.00005585
