Airport,Degree,Strength,Clustering Coefficient,Average Path Length,Maximum Path Length,Betweenness,Eigenvector Centrality,PageRank
ALF,6,4263.0,0.60000000,5.26782753,13,0.00032213,0.00002258,0.00021452
ALG,56,59255.5,0.19350649,3.44665561,11,0.01042056,0.04143097,0.00176046
ALH,2,800.0,1.00000000,4.36954118,11,0.00000000,0.00016019,0.00006673
ALJ,1,60.0,0.00000000,6.42399116,14,0.00000000,0.00000007,0.00013016
ALM,2,456.0,1.00000000,4.42122720,12,0.00000000,0.00052507,0.00008024
ALO,4,3103.0,0.50000000,3.78385849,12,0.00030188,0.00522316,0.00009124
ALP,15,6972.0,0.81904762,3.49585406,11,0.00000227,0.02770683,0.00014373
ALS,1,361.0,0.00000000,4.18518519,12,0.00000000,0.00122371,0.00004438
ALW,2,1184.0,1.00000000,3.97927032,12,0.00000000,0.00119455,0.00005527
AMA,5,16119.0,1.00000000,3.88640133,12,0.00000000,0.00644692,0.00015251
AMD,9,13646.0,0.52777778,4.01741294,11,0.00000969,0.00322074,0.00026486
AMH,2,72.0,0.00000000,4.43200663,12,0.00055294,0.00033822,0.00012414
AMI,6,3552.0,0.40000000,3.91735766,10,0.00061733,0.00115034,0.00014759
AMM,50,38564.0,0.42285714,3.33360973,11,0.00082923,0.05742421,0.00060572
AMQ,2,722.5,1.00000000,4.90878939,11,0.00000000,0.00002541,0.00007374
AMS,192,481335.0,0.14283377,2.73134328,10,0.04049213,0.17145160,0.00538375
AMV,1,40.0,0.00000000,5.86898839,13,0.00000000,0.00000097,0.00004848
AMY,2,57.0,0.00000000,4.58402432,12,0.00054971,0.00010492,0.00009396
ANC,39,69539.0,0.07962213,3.21669431,11,0.08152333,0.01567684,0.00531268
ANE,1,171.0,0.00000000,4.54532891,12,0.00000000,0.00038005,0.00004505
ANF,5,23297.5,0.50000000,4.49253731,13,0.00000084,0.00034016,0.00048165
ANG,1,171.0,0.00000000,4.54532891,12,0.00000000,0.00038005,0.00004505
ANI,9,587.0,0.08333333,4.20840243,12,0.00551459,0.00028457,0.00043569
ANK,44,47582.0,0.17970402,3.48894417,11,0.00619573,0.03453239,0.00123341
ANM,5,234.0,0.70000000,4.58374793,12,0.00008139,0.00011405,0.00010772
ANR,3,3238.0,1.00000000,3.61276949,11,0.00000000,0.00806838,0.00007125
ANU,21,14597.0,0.38571429,3.39248203,11,0.00078583,0.01638693,0.00024333
ANV,2,97.0,0.00000000,6.20563847,14,0.00000015,0.00000009,0.00018529
ANX,4,1147.0,0.66666667,5.26755113,13,0.00000139,0.00004289,0.00009025
AOI,4,6707.0,1.00000000,3.58955224,11,0.00000000,0.01056244,0.00010193
AOJ,7,23237.0,0.95238095,3.71227197,11,0.00000001,0.00422699,0.00022583
AOK,3,429.0,0.33333333,4.03731343,11,0.00055294,0.00194193,0.00009656
AOL,1,95.0,0.00000000,4.10696517,12,0.00000000,0.00064446,0.00004335
AOO,4,1260.0,0.50000000,4.14538419,12,0.00000023,0.00149994,0.00007481
AOR,1,3912.0,0.00000000,4.00552792,11,0.00000000,0.00090191,0.00009210
AOT,4,448.0,0.83333333,3.65892758,11,0.00000322,0.00625339,0.00004566
APF,4,1766.5,1.00000000,3.97927032,12,0.00000000,0.00429361,0.00005662
APL,5,1205.0,0.50000000,4.77584301,12,0.00001117,0.00012449,0.00015935
APN,2,1428.0,0.00000000,4.00442233,12,0.00055294,0.00165320,0.00012751
APO,2,1326.0,1.00000000,4.99336650,13,0.00000000,0.00006792,0.00007338
APW,6,3550.5,0.40000000,3.64704256,11,0.00110743,0.00216231,0.00028847
AQG,2,340.0,1.00000000,3.95356551,11,0.00000000,0.00140295,0.00004527
AQI,4,1815.0,0.33333333,4.08844666,11,0.00055474,0.00174536,0.00012688
AQJ,5,2206.5,0.70000000,3.60972913,11,0.00000023,0.01026109,0.00006907
AQP,4,14911.0,0.33333333,4.27777778,12,0.00055310,0.00044426,0.00035852
ARC,3,110.0,1.00000000,5.89192924,14,0.00000000,0.00000145,0.00009796
ARH,4,2264.0,0.50000000,3.87064677,11,0.00110558,0.00308738,0.00017420
ARI,2,5968.0,0.00000000,4.99281371,13,0.00000029,0.00004768,0.00016114
ARK,5,725.5,0.40000000,4.57683803,12,0.00055374,0.00016632,0.00013499
ARM,5,2749.0,0.50000000,4.18380321,10,0.00069739,0.00048310,0.00016809
ARP,2,38.0,1.00000000,6.73244887,12,0.00000000,0.00000001,0.00016290
ARR,1,15.0,0.00000000,6.09590934,14,0.00000000,0.00000023,0.00009312
ART,3,684.0,0.33333333,4.14510779,12,0.00110558,0.00142360,0.00014804
ARU,3,2376.0,0.66666667,4.09563295,12,0.00000051,0.00097454,0.00010465
ARW,2,738.0,0.00000000,4.20093975,12,0.00000006,0.00261971,0.00005363
ASA,1,200.0,0.00000000,4.97180763,12,0.00000000,0.00005918,0.00004934
ASB,15,7067.5,0.49523810,3.40270868,11,0.00012273,0.01856032,0.00017059
ASD,2,210.0,1.00000000,4.34687673,12,0.00000000,0.00049922,0.00007561
ASE,2,4214.0,1.00000000,4.13598673,12,0.00000000,0.00249648,0.00007480
ASF,1,118.0,0.00000000,4.26395799,12,0.00000000,0.00113481,0.00004354
ASI,2,1200.0,0.00000000,7.47899392,16,0.00055294,0.00000001,0.00033177
ASJ,7,9065.0,0.42857143,3.77169707,11,0.00048013,0.00248905,0.00015512
ASM,7,3474.0,0.52380952,3.97236042,11,0.00055491,0.00333261,0.00016066
ASO,4,236.0,0.33333333,5.42647872,13,0.00000163,0.00001270,0.00015783
ASP,9,9190.0,0.47222222,4.10143726,10,0.00062669,0.00082406,0.00042135
ASR,1,2100.0,0.00000000,3.98065229,12,0.00000000,0.00190515,0.00007076
ASU,8,7478.5,0.42857143,4.02045329,12,0.00115218,0.00208428,0.00024337
ASV,1,126.0,0.00000000,4.39414041,12,0.00000000,0.00046958,0.00004577
ASW,4,15315.0,0.50000000,3.66141515,11,0.00055294,0.00516520,0.00029611
ATC,1,150.0,0.00000000,4.34715312,12,0.00000000,0.00049036,0.00004434
ATD,1,9.0,0.00000000,5.28385849,10,0.00000000,0.00000419,0.00004888
ATH,95,182107.0,0.20918253,3.04311774,10,0.01649081,0.08665962,0.00306406
ATK,3,345.0,1.00000000,5.19872858,13,0.00000000,0.00000562,0.00011716
ATL,172,1129605.0,0.13783490,2.91542289,11,0.02489618,0.12207139,0.00860287
ATM,2,1425.0,1.00000000,4.96876727,13,0.00000000,0.00004445,0.00011795
ATN,3,850.0,0.66666667,5.73106689,11,0.00000108,0.00000113,0.00041309
ATP,2,228.0,0.00000000,6.73244887,12,0.00055302,0.00000001,0.00019709
ATQ,5,2275.0,0.60000000,4.05527916,11,0.00000407,0.00220901,0.00009226
ATT,2,132.0,0.00000000,5.19513543,13,0.00027640,0.00000519,0.00011988
ATW,9,12181.0,0.75000000,3.76285240,12,0.00000115,0.00847245,0.00013048
ATY,1,884.0,0.00000000,5.04477612,13,0.00000000,0.00002541,0.00008266
ATZ,3,394.0,0.66666667,4.04311774,11,0.00000012,0.00198955,0.00006226
AUA,23,28667.0,0.38339921,3.39994472,11,0.00095701,0.01945652,0.00040582
AUC,1,156.0,0.00000000,4.26561636,12,0.00000000,0.00049542,0.00004456
AUG,2,456.0,1.00000000,4.04698729,12,0.00000000,0.00158868,0.00006136
AUH,61,74375.5,0.29836066,3.17661692,10,0.00416841,0.05189633,0.00118504
AUK,4,156.0,0.50000000,5.19430625,13,0.00000413,0.00001061,0.00015963
AUL,1,18.0,0.00000000,5.10171365,12,0.00000000,0.00000982,0.00005247
AUP,3,38.0,0.33333333,6.73217247,12,0.00027647,0.00000001,0.00018799
AUQ,2,212.5,1.00000000,4.51575456,12,0.00000000,0.00008969,0.00008299
AUR,1,300.0,0.00000000,3.68711996,11,0.00000000,0.00320197,0.00004463
AUS,33,116937.5,0.60606061,3.43173024,11,0.00019447,0.03760153,0.00082832
AUU,1,36.0,0.00000000,4.46434494,10,0.00000000,0.00008829,0.00004294
AUV,2,99.0,1.00000000,6.72581537,12,0.00000000,0.00000002,0.00014765
AUW,6,4616.5,1.00000000,3.77114428,12,0.00000000,0.00664575,0.00007526
AUX,1,300.0,0.00000000,6.06495301,14,0.00000000,0.00000070,0.00005490
AUY,2,27.0,1.00000000,6.07269210,12,0.00000000,0.00000033,0.00009066
AVI,7,1403.0,0.85714286,3.54311774,11,0.00000515,0.01261357,0.00006112
AVK,2,100.0,1.00000000,4.62189055,12,0.00000000,0.00010170,0.00007983
AVL,5,9312.5,1.00000000,3.90298507,12,0.00000000,0.00647984,0.00010262
AVN,1,1744.0,0.00000000,3.68711996,11,0.00000000,0.00320197,0.00005989
AVP,10,9145.0,0.68888889,3.75704809,12,0.00002393,0.01129059,0.00010881
AWD,3,28.0,0.66666667,6.07241570,12,0.00000008,0.00000066,0.00007813
AWZ,6,7204.0,0.93333333,3.94997236,11,0.00000303,0.00316204,0.00021675
AXA,7,2591.0,0.71428571,4.19485904,12,0.00000053,0.00185043,0.00007441
AXD,1,4646.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00010784
AXK,1,236.0,0.00000000,4.51768933,12,0.00000000,0.00034174,0.00004885
AXM,2,2287.0,1.00000000,4.26368159,12,0.00000000,0.00055175,0.00008834
AXP,2,100.0,1.00000000,4.34687673,12,0.00000000,0.00049922,0.00005448
AXT,4,19357.0,0.83333333,3.77473742,11,0.00000001,0.00283333,0.00019493
AXU,2,500.0,0.00000000,5.42924268,13,0.00000013,0.00001225,0.00011312
AYP,2,720.0,1.00000000,4.27888336,12,0.00000000,0.00043018,0.00007550
AYQ,4,5557.0,0.83333333,4.11415146,10,0.00001041,0.00055041,0.00021979
AYT,27,28226.0,0.55840456,3.38667772,11,0.00016315,0.03892280,0.00036696
AZB,2,76.0,1.00000000,4.74074074,10,0.00000000,0.00003031,0.00007508
AZD,2,2450.0,1.00000000,4.19900498,12,0.00000000,0.00094968,0.00010219
AZN,3,1952.0,0.66666667,3.86235489,11,0.00000017,0.00293433,0.00009185
AZO,6,10723.0,1.00000000,3.75704809,12,0.00000000,0.00968981,0.00011289
AZR,7,1506.0,0.57142857,4.44389165,12,0.00055307,0.00095634,0.00013692
BAH,43,64870.5,0.48283499,3.18435600,10,0.00121258,0.04442598,0.00092392
BAK,29,13110.0,0.33004926,3.47650636,11,0.00064484,0.02445441,0.00029751
BAL,1,693.0,0.00000000,4.48839138,12,0.00000000,0.00061325,0.00005673
BAQ,12,14356.0,0.45454545,3.99640685,12,0.00010926,0.00281353,0.00033913
BAS,3,38.0,0.66666667,6.28026534,11,0.00000008,0.00000008,0.00011230
BAU,4,3960.0,0.66666667,4.09784411,12,0.00000013,0.00100376,0.00012733
BAV,4,2385.0,0.50000000,3.95798784,11,0.00008350,0.00191340,0.00007535
BAX,4,1832.0,0.50000000,3.87562189,11,0.00000022,0.00315155,0.00010243
BAY,3,234.0,0.66666667,4.26340520,12,0.00000005,0.00118035,0.00006505
BBA,1,2541.0,0.00000000,5.48479823,14,0.00000000,0.00000631,0.00009479
BBI,6,3488.0,0.60000000,4.07075732,11,0.00001533,0.00188140,0.00012196
BBK,1,147.0,0.00000000,5.00801548,12,0.00000000,0.00002094,0.00005242
BBM,1,350.0,0.00000000,4.61304588,11,0.00000000,0.00010057,0.00004827
BBN,2,152.0,1.00000000,4.99281371,12,0.00000000,0.00002028,0.00006216
BBO,6,936.0,0.46666667,3.97484798,11,0.00048606,0.00246090,0.00016707
BCA,2,96.0,1.00000000,4.19541183,12,0.00000000,0.00095240,0.00004363
BCD,2,9466.5,1.00000000,4.11885019,10,0.00000000,0.00053546,0.00017848
BCI,3,90.0,1.00000000,4.33582090,10,0.00000000,0.00019381,0.00006384
BCL,1,63.0,0.00000000,4.56246545,13,0.00000000,0.00030712,0.00004283
BCM,1,204.0,0.00000000,4.37810945,12,0.00000000,0.00044318,0.00004650
BCN,80,289105.0,0.32848101,3.27307905,11,0.00193230,0.08914620,0.00281650
BCO,1,36.0,0.00000000,5.43145384,13,0.00000000,0.00000601,0.00009423
BCP,2,38.0,0.00000000,6.72388060,12,0.00000236,0.00000001,0.00015782
BDA,8,12671.5,1.00000000,3.44969596,11,0.00000000,0.01614064,0.00013228
BDB,5,1613.0,0.50000000,4.33554450,10,0.00000036,0.00022565,0.00009482
BDD,2,177.0,1.00000000,6.45660586,12,0.00000000,0.00000006,0.00015286
BDH,3,666.0,1.00000000,4.93891653,12,0.00000000,0.00016752,0.00005869
BDJ,8,4619.5,0.28571429,4.41929243,11,0.00118256,0.00030914,0.00019197
BDO,2,614.5,0.00000000,4.70425650,11,0.00000010,0.00006676,0.00005540
BDQ,3,3878.0,1.00000000,4.08098397,11,0.00000000,0.00163870,0.00010184
BDS,2,8558.0,1.00000000,3.76506357,11,0.00000000,0.00455703,0.00011864
BDU,4,4236.0,1.00000000,4.27777778,12,0.00000000,0.00108573,0.00012954
BEB,3,851.0,0.66666667,4.35876175,12,0.00000008,0.00063393,0.00008366
BED,4,4950.0,1.00000000,3.69900498,12,0.00000000,0.00579563,0.00007365
BEG,33,16134.0,0.63446970,3.41791045,11,0.00083937,0.05302381,0.00031458
BEI,2,90.0,1.00000000,5.42841349,13,0.00000000,0.00000646,0.00010894
BEJ,3,648.0,0.66666667,5.90049751,12,0.00000089,0.00000093,0.00023497
BEL,16,25352.0,0.18333333,3.97153123,12,0.00487832,0.00238313,0.00091932
BEN,16,7064.0,0.45833333,3.66224433,11,0.00134932,0.01610955,0.00029849
BER,89,182219.0,0.32252298,3.33609729,11,0.00163080,0.09577079,0.00190358
BES,4,10006.5,1.00000000,3.68490879,11,0.00000000,0.00504658,0.00014827
BET,30,4996.0,0.03908046,4.19624102,12,0.01678747,0.00029188,0.00153032
BEU,2,76.0,0.00000000,6.31564400,12,0.00032761,0.00000009,0.00017658
BEW,8,3188.5,0.35714286,3.92288557,11,0.00143292,0.00238361,0.00025133
BEY,43,38421.5,0.55038760,3.30016584,11,0.00026255,0.05724665,0.00054861
BFD,1,608.0,0.00000000,4.14621338,12,0.00000000,0.00142268,0.00004620
BFF,1,494.0,0.00000000,4.18518519,12,0.00000000,0.00122371,0.00004546
BFL,4,6869.0,1.00000000,3.70011056,11,0.00000000,0.00580260,0.00009121
BFN,4,3804.0,1.00000000,4.00690989,11,0.00000000,0.00126960,0.00011736
BFQ,2,57.0,1.00000000,4.37700387,12,0.00000000,0.00038809,0.00007324
BFS,18,56586.0,0.43790850,3.60530680,11,0.00005251,0.01315305,0.00058664
BFV,1,462.0,0.00000000,3.95715865,11,0.00000000,0.00117187,0.00004711
BGA,6,8310.0,0.66666667,4.26174682,12,0.00000051,0.00063385,0.00021494
BGF,5,1751.0,0.50000000,4.45743505,12,0.00001224,0.00056986,0.00013808
BGI,16,28551.0,0.47500000,3.42150359,11,0.00036501,0.01530245,0.00040315
BGM,9,6287.0,0.80555556,3.65174129,12,0.00000604,0.01173680,0.00009257
BGO,18,72490.0,0.25490196,3.56937535,11,0.00141785,0.01263482,0.00099466
BGR,8,7481.0,0.60714286,3.68076285,12,0.00003518,0.00941124,0.00010664
BHB,2,513.0,1.00000000,4.04698729,12,0.00000000,0.00158868,0.00006174
BHE,3,2407.0,1.00000000,4.24875622,11,0.00000000,0.00029875,0.00009576
BHG,2,57.0,1.00000000,5.80071863,14,0.00000000,0.00000855,0.00007575
BHH,3,1938.0,1.00000000,4.08927584,11,0.00000000,0.00176057,0.00007524
BHI,4,4451.0,0.66666667,4.10364842,12,0.00000037,0.00068268,0.00013457
BHJ,2,1561.0,1.00000000,4.12133776,11,0.00000000,0.00078910,0.00008792
BHK,2,1357.0,1.00000000,3.86263129,11,0.00000000,0.00278576,0.00007572
BHM,26,59791.0,0.75076923,3.56937535,12,0.00001896,0.03207407,0.00042769
BHO,4,2716.0,0.66666667,4.08070757,11,0.00000203,0.00162494,0.00011747
BHQ,2,539.0,0.00000000,4.62658928,11,0.00000775,0.00007471,0.00007022
BHR,1,95.0,0.00000000,4.54643449,11,0.00000000,0.00023721,0.00004397
BHS,3,726.0,1.00000000,4.23355445,11,0.00000000,0.00030112,0.00007358
BHU,1,1138.0,0.00000000,4.12161415,11,0.00000000,0.00077509,0.00005898
BHV,3,396.0,1.00000000,4.16113875,11,0.00000000,0.00104705,0.00005158
BHX,50,84307.5,0.43836735,3.29353234,11,0.00054572,0.06665999,0.00087493
BHY,7,5016.5,0.90476190,4.29906025,11,0.00000010,0.00098883,0.00009705
BHZ,17,47199.5,0.26470588,4.08430072,12,0.00065574,0.00170463,0.00079703
BIA,5,7475.5,0.80000000,3.68352681,11,0.00000005,0.00643698,0.00011998
BII,2,38.0,1.00000000,6.09508015,13,0.00000000,0.00000019,0.00007886
BIK,3,1823.0,0.66666667,4.90768380,11,0.00055229,0.00002502,0.00017875
BIL,13,13294.0,0.29487179,3.90160310,12,0.00361816,0.00478424,0.00034152
BIM,2,357.0,1.00000000,4.01105583,12,0.00000000,0.00215591,0.00004600
BIN,1,48.0,0.00000000,4.75538972,12,0.00000000,0.00018090,0.00004324
BIO,23,37977.0,0.57707510,3.50000000,11,0.00009418,0.03027409,0.00037884
BIQ,4,9529.5,1.00000000,3.57711443,11,0.00000000,0.00821161,0.00014432
BIR,1,1365.0,0.00000000,4.54643449,11,0.00000000,0.00023721,0.00007760
BIS,3,4554.0,0.33333333,4.02957435,12,0.00025877,0.00260904,0.00010498
BIU,1,152.0,0.00000000,4.32365948,12,0.00000000,0.00047952,0.00004537
BIW,2,5.0,0.00000000,7.32476506,14,0.00000076,0.00000000,0.00010229
BJA,5,3159.5,0.70000000,3.67716971,11,0.00004664,0.00576864,0.00010533
BJB,1,150.0,0.00000000,4.20011056,12,0.00000000,0.00088124,0.00004512
BJF,5,1073.0,0.60000000,6.26451078,14,0.00000045,0.00000161,0.00013893
BJI,3,1925.0,0.00000000,4.04505252,12,0.00055279,0.00138474,0.00011587
BJL,8,3831.0,0.46428571,3.67081260,12,0.00007512,0.00552188,0.00014510
BJM,7,2410.0,0.38095238,3.91100055,12,0.00179681,0.00305011,0.00022014
BJR,7,2192.0,0.38095238,4.42979547,12,0.00055271,0.00036962,0.00033285
BJS,109,349009.0,0.15562351,2.99972360,10,0.02318567,0.06369471,0.00448688
BJX,14,21997.0,0.58241758,3.60724157,11,0.00004108,0.01078605,0.00025389
BJZ,1,960.0,0.00000000,4.06274185,12,0.00000000,0.00190778,0.00004987
BKC,2,191.0,1.00000000,5.20370370,13,0.00000000,0.00000527,0.00010076
BKI,23,42760.5,0.23715415,3.55776672,10,0.00569727,0.00661574,0.00091704
BKK,102,426537.5,0.16268686,2.95771144,10,0.03478617,0.06598599,0.00613842
BKO,19,11414.5,0.26900585,3.64648977,11,0.00451891,0.00705606,0.00053108
BKQ,3,90.0,1.00000000,4.33582090,10,0.00000000,0.00019381,0.00006384
BKS,1,595.0,0.00000000,4.42786070,11,0.00000000,0.00021618,0.00005102
BKW,2,437.0,1.00000000,4.00856827,12,0.00000000,0.00187602,0.00007449
BKX,2,456.0,0.00000000,4.04560531,12,0.00055294,0.00138343,0.00012327
BKZ,1,228.0,0.00000000,5.38529574,13,0.00000000,0.00001716,0.00005987
BLA,10,14409.5,0.37777778,4.20840243,12,0.00010008,0.00125421,0.00030385
BLE,3,2554.5,1.00000000,3.89690437,11,0.00000000,0.00407888,0.00007116
BLF,2,437.0,1.00000000,4.00856827,12,0.00000000,0.00187602,0.00007449
BLG,1,38.0,0.00000000,5.53952460,12,0.00000000,0.00000369,0.00004266
BLI,2,3748.0,1.00000000,3.97927032,12,0.00000000,0.00116452,0.00010954
BLJ,3,985.0,1.00000000,3.67855169,11,0.00000000,0.00467813,0.00006226
BLK,4,1062.0,0.66666667,4.18601437,12,0.00000006,0.00197388,0.00005196
BLL,17,20332.5,0.50735294,3.48148148,11,0.00039816,0.02508100,0.00025999
BLQ,28,53951.0,0.57936508,3.46738530,11,0.00008035,0.04322883,0.00055149
BLR,15,39692.5,0.46666667,3.77252626,10,0.00012308,0.00560241,0.00067725
BLT,2,396.0,1.00000000,4.33637369,10,0.00000000,0.00019030,0.00006210
BLV,2,3114.0,1.00000000,3.78745163,12,0.00000000,0.00386722,0.00006130
BLZ,6,2063.5,0.73333333,3.98092869,11,0.00025659,0.00184303,0.00014375
BMD,3,57.0,0.66666667,4.58319514,12,0.00000034,0.00010874,0.00006121
BME,8,3179.0,0.28571429,4.33388612,11,0.00236187,0.00036705,0.00033141
BMI,6,10044.0,0.80000000,3.72360420,12,0.00000115,0.00830724,0.00010985
BMO,2,220.0,1.00000000,5.60558320,12,0.00000000,0.00000318,0.00007103
BMP,2,908.0,0.00000000,5.15063571,11,0.00000005,0.00001658,0.00007269
BMU,2,336.0,1.00000000,4.47097844,11,0.00000000,0.00015546,0.00004886
BMV,2,512.0,1.00000000,4.45909342,11,0.00000000,0.00020356,0.00005313
BMW,1,80.0,0.00000000,5.44333886,13,0.00000000,0.00001698,0.00004765
BMY,1,38.0,0.00000000,5.63045882,12,0.00000000,0.00000103,0.00006600
BNA,47,160174.5,0.68732655,3.36981758,11,0.00006364,0.05475016,0.00108960
BNC,2,68.0,0.00000000,5.90823659,14,0.00055294,0.00000096,0.00021316
BND,9,7644.0,0.41666667,3.94665561,11,0.00021338,0.00283274,0.00024811
BNE,58,168691.0,0.12038717,3.33720287,9,0.03890771,0.01052428,0.00528178
BNK,5,2192.0,1.00000000,4.18435600,10,0.00000000,0.00051030,0.00008682
BNN,3,2220.0,0.66666667,4.89718076,12,0.00000004,0.00006041,0.00009806
BNP,1,88.0,0.00000000,4.92122720,12,0.00000000,0.00012689,0.00004398
BNS,1,494.0,0.00000000,4.27003870,12,0.00000000,0.00070383,0.00004984
BNX,3,590.0,1.00000000,3.79878386,11,0.00000000,0.00564829,0.00004804
BNY,2,95.0,1.00000000,5.28358209,10,0.00000000,0.00000426,0.00016607
BOA,2,42.0,1.00000000,5.72857933,13,0.00000000,0.00000215,0.00008776
BOB,5,3806.0,0.70000000,4.51464898,12,0.00000031,0.00009477,0.00033148
BOC,3,275.5,1.00000000,4.37672747,12,0.00000000,0.00039524,0.00006934
BOD,25,39365.0,0.57666667,3.53399668,11,0.00004280,0.02593369,0.00046443
BOG,49,139786.0,0.18962585,3.26616915,11,0.01498636,0.02789093,0.00325460
BOH,1,854.0,0.00000000,4.19264787,12,0.00000000,0.00113700,0.00004920
BOI,17,49483.0,0.64705882,3.58153676,11,0.00031643,0.01523065,0.00049471
BOJ,3,504.0,1.00000000,3.86954118,11,0.00000000,0.00307023,0.00005744
BOM,66,180677.0,0.19580420,3.12216694,10,0.01156350,0.04364414,0.00326745
BON,6,4894.0,0.60000000,3.58734107,11,0.00000440,0.00824310,0.00010128
BOO,15,28770.0,0.18095238,4.27390824,12,0.00355346,0.00114981,0.00082183
BOS,87,465490.5,0.29564288,3.04781647,11,0.00876775,0.08780851,0.00373054
BOV,3,125.0,0.33333333,5.73604201,11,0.00027474,0.00000057,0.00012946
BOX,2,40.5,0.00000000,6.43034826,12,0.00000057,0.00000006,0.00010656
BOY,3,698.0,1.00000000,4.46158098,12,0.00000000,0.00069156,0.00006293
BPD,3,48.0,0.66666667,5.73521282,11,0.00027459,0.00000055,0.00018587
BPN,9,11130.0,0.25000000,3.91155334,10,0.00503642,0.00139164,0.00043849
BPS,6,6491.0,0.86666667,4.09121061,12,0.00000029,0.00150266,0.00013060
BPT,2,2719.0,1.00000000,3.93145384,12,0.00000000,0.00348501,0.00005953
BPX,2,900.0,1.00000000,4.63902709,11,0.00000000,0.00015060,0.00005202
BPY,2,57.0,1.00000000,5.56550580,13,0.00000000,0.00000507,0.00007567
BQB,2,56.0,1.00000000,4.36954118,11,0.00000000,0.00016019,0.00007349
BQL,2,76.0,0.00000000,5.31785517,11,0.00087964,0.00000505,0.00012005
BQN,1,980.0,0.00000000,3.70784964,12,0.00000000,0.00285255,0.00004825
BQS,3,954.0,0.33333333,4.32172471,12,0.00000036,0.00048637,0.00006933
BQW,2,5.0,0.00000000,5.34798231,12,0.00075647,0.00000396,0.00009547
BRA,3,360.0,0.66666667,4.76451078,13,0.00000310,0.00013179,0.00006191
BRC,9,5918.5,0.33333333,4.09812051,12,0.00069859,0.00076888,0.00023622
BRD,3,2380.0,0.00000000,4.04505252,12,0.00082916,0.00138430,0.00016088
BRE,24,25197.5,0.71376812,3.49032615,11,0.00002126,0.03791330,0.00027398
BRI,5,16748.0,0.60000000,3.76340520,11,0.00000012,0.00601288,0.00019300
BRK,2,45.0,0.00000000,6.22636816,13,0.00000008,0.00000020,0.00009410
BRL,3,1102.0,0.33333333,3.80292980,12,0.00055294,0.00383847,0.00009682
BRM,7,11704.0,0.52380952,4.21503593,12,0.00000348,0.00120065,0.00027061
BRN,10,4530.0,0.84444444,3.54201216,11,0.00000889,0.02098652,0.00008695
BRO,1,2251.0,0.00000000,3.98258706,12,0.00000000,0.00171070,0.00005649
BRQ,1,387.0,0.00000000,4.23023770,12,0.00000000,0.00150678,0.00004570
BRR,2,209.0,1.00000000,4.35903814,12,0.00000000,0.00061345,0.00005057
BRS,19,16201.5,0.50877193,3.53620785,11,0.00004258,0.02216904,0.00021330
BRT,1,117.0,0.00000000,4.76865672,11,0.00000000,0.00005289,0.00004752
BRU,137,351752.5,0.19632890,2.97318961,11,0.01152693,0.13041825,0.00374957
BRW,6,2493.0,0.26666667,4.20066335,12,0.00193046,0.00030482,0.00042994
BSA,1,54.0,0.00000000,5.79878386,13,0.00000000,0.00000231,0.00009769
BSB,27,100050.0,0.18518519,4.06744057,12,0.00310126,0.00206712,0.00195654
BSC,1,57.0,0.00000000,5.26257601,13,0.00000000,0.00000980,0.00004498
BSD,1,888.0,0.00000000,4.56909895,11,0.00000000,0.00016254,0.00005262
BSK,3,1069.0,1.00000000,3.67799889,11,0.00000000,0.00500854,0.00006173
BSO,2,168.0,0.00000000,5.11774461,11,0.00000008,0.00001532,0.00009874
BTH,8,6782.0,0.35714286,4.42205638,11,0.00000490,0.00031635,0.00019281
BTI,2,168.0,1.00000000,4.89469320,13,0.00000000,0.00003123,0.00006356
BTJ,1,868.0,0.00000000,4.90381426,11,0.00000000,0.00004031,0.00005633
BTK,5,960.0,0.50000000,3.87562189,11,0.00000047,0.00318868,0.00008263
BTM,3,2710.0,1.00000000,3.97318961,12,0.00000000,0.00203646,0.00007001
BTR,10,18435.0,0.86666667,3.71420674,12,0.00000177,0.01135948,0.00016577
BTS,8,3784.0,0.67857143,3.71503593,11,0.00001055,0.01080086,0.00010580
BTT,3,234.0,1.00000000,4.89469320,13,0.00000000,0.00002677,0.00014457
BTU,6,5126.0,0.60000000,4.54007739,11,0.00056105,0.00020802,0.00019039
BTV,10,18711.0,0.60000000,3.62244334,12,0.00031573,0.01323266,0.00022969
BUA,3,324.5,0.66666667,4.73991155,10,0.00027403,0.00003032,0.00017191
BUC,2,72.0,1.00000000,6.31674959,12,0.00000000,0.00000012,0.00008703
BUD,50,65377.0,0.55918367,3.13764511,11,0.00071067,0.07526799,0.00076467
BUE,76,209760.5,0.08596491,3.10751797,11,0.03899454,0.03628243,0.00489200
BUF,24,79575.5,0.76811594,3.56826976,12,0.00009205,0.02988882,0.00057134
BUH,50,38700.5,0.40897959,3.26451078,11,0.00428576,0.06389989,0.00080393
BUL,4,226.0,0.50000000,4.73355445,10,0.00001642,0.00003139,0.00018448
BUN,1,117.0,0.00000000,4.99585406,13,0.00000000,0.00004940,0.00004418
BUO,3,108.0,0.33333333,4.79933665,12,0.00055294,0.00013030,0.00013227
BUQ,2,2324.0,1.00000000,4.00304035,11,0.00000000,0.00121302,0.00010303
BUR,10,70993.0,0.91111111,3.66998342,11,0.00000005,0.01034466,0.00052659
BUS,1,72.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004312
